Tópico,Palavras,Pesos
1338,"burocracia, auditor, dez18, cops, empresas, digitalizacoes, jun22, lancara, cometem, desmente","[0.0609, 0.0568, 0.0504, 0.0504, 0.0503, 0.0429, 0.0411, 0.0403, 0.0394, 0.0393]"
1339,"conyando, separadamente, lembre, tirou, tire, comprovante, foto, clica, vale, compartilha","[0.2452, 0.2365, 0.179, 0.1348, 0.1296, 0.1051, 0.0769, 0.0682, 0.0583, 0.0401]"
1340,"selva, altimetria, poder360, 12470214000100, refugiar, elevacao, multicampeao, catastrofe, 2230hs, oficial","[0.1227, 0.1121, 0.1087, 0.1066, 0.1025, 0.0792, 0.0722, 0.0678, 0.0615, 0.0611]"
1341,"tjam, idigna, tencionam, 1413, discursavam, invocando, tweet, vicepresidente, postava, chantagem","[0.0365, 0.0319, 0.0308, 0.0302, 0.0302, 0.0284, 0.0283, 0.0266, 0.0256, 0.0255]"
1342,"si, boasvindas, atraira, acredite, deixeme, wesllen, duvide, alcancar, duvidar, garanto","[0.0744, 0.0732, 0.0726, 0.0659, 0.0648, 0.0644, 0.0593, 0.059, 0.0561, 0.0547]"
1343,"ok, nunnnnnnnca, pobre, jogado, 11h59, alcoolica, blusas, vincule, fraudada, souber","[0.045, 0.0158, 0.0149, 0.0139, 0.0136, 0.0134, 0.0132, 0.0128, 0.012, 0.012]"
1344,"auxilio, nis, caixa, gas, beneficiarios, funcao, autoatendimento, movimentados, bimestral, lotericas","[0.1077, 0.0865, 0.0752, 0.0671, 0.0654, 0.0546, 0.0528, 0.0526, 0.0526, 0.0523]"
1345,"paraglider, marciol, glider, video, foto, , , , , ","[1.5141, 1.5141, 0.2459, 0.0507, 0.0317, 0.0, 0.0, 0.0, 0.0, 0.0]"
1346,"abeira, filadelfia, furtos, complementada, colapso, pedogate, apagado, resguarda, liberta, doi","[0.1632, 0.1551, 0.1165, 0.106, 0.0926, 0.0924, 0.079, 0.0781, 0.0737, 0.0697]"
1347,"spam, desconfie, anonima, oportunista, denuncie, 29102022, advertencia, administracao, enviou, 1717529340","[0.2143, 0.1614, 0.1588, 0.1347, 0.1018, 0.1001, 0.0999, 0.0897, 0.0869, 0.0861]"
1348,"facam, cum, tchurminha, faca, freneticamente, adesivo, robo, di, reoupa, respeitaria","[0.0635, 0.0593, 0.0571, 0.051, 0.0396, 0.0297, 0.0286, 0.0261, 0.0257, 0.0257]"
1349,"detencao, fotografar, ptistas, sigilo, desmacarados, sujeito, 2339913, filmadoras, radiocomunicacao, pretenda","[0.0455, 0.0448, 0.0392, 0.0343, 0.033, 0.0304, 0.0302, 0.0301, 0.03, 0.0299]"
1350,"winnings, enjoy, happy, remember, payout, lot, your, guess, day, today","[0.0549, 0.0484, 0.0431, 0.0394, 0.0389, 0.0388, 0.0377, 0.0337, 0.0325, 0.0283]"
1351,"malandramente, direciom, loteavam, desviavam, emendas, criticadas, legislativo, usavam, alocar, parcelas","[0.0302, 0.0302, 0.0302, 0.0299, 0.0299, 0.0294, 0.029, 0.0265, 0.0257, 0.0241]"
1352,"clecy, gedel, facao, aflitos, apartamento, amaral, circular, circulacao, diretores, resolveu","[0.2232, 0.1566, 0.1502, 0.1484, 0.1312, 0.1166, 0.1142, 0.1079, 0.1076, 0.1066]"
1353,"arduo, pesadamente, dedicado, dedicada, sustenta, requer, mentalidade, recompensa, financeiramente, tere","[0.2544, 0.1744, 0.1436, 0.1403, 0.1241, 0.1184, 0.1142, 0.1083, 0.0932, 0.0878]"
1354,"ruas, pras, loco142, teceracordem, grupis, iniciativaas, qyarteis, exercitoisso, maise, manifestandoso","[0.0226, 0.0225, 0.0185, 0.0185, 0.0185, 0.0185, 0.0185, 0.017, 0.017, 0.017]"
1355,"explicitas, cerol, concorrentes, relatando, eliminar, salve, desespero, tentar, acoes, tarcisio","[0.2969, 0.2938, 0.2567, 0.2248, 0.1681, 0.1312, 0.0955, 0.0794, 0.0681, 0.0671]"
1356,"bahia, bahiano, revistaoestecompoliticaeleic, dubai, assintem, entrarnos, pollicial, condizia, aconteceuqueremos, sufrir","[0.1295, 0.0366, 0.0346, 0.0244, 0.0237, 0.0237, 0.0237, 0.0237, 0.0237, 0.0237]"
1357,"edmilson, jose, video, edson, , , , , , ","[1.3086, 0.3258, 0.0658, 0.0495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1358,"exibir, avalia, 2022, maconaria, equipe, convicoesfoi, campanha, vazado, video, valorizou","[0.2143, 0.1749, 0.0676, 0.0549, 0.0411, 0.0317, 0.0297, 0.0273, 0.0272, 0.0224]"
1359,"feels, earns, team, winning, part, awesome, daily, congratulaions, good, here","[0.1384, 0.1317, 0.1282, 0.1239, 0.0961, 0.0924, 0.0829, 0.0658, 0.0633, 0.0406]"
1360,"ativo, contagem, bolsonaro22, publica, 20, pro, 2310, comprometimento, votos, turno","[0.1501, 0.0993, 0.0983, 0.0751, 0.0728, 0.0545, 0.0281, 0.0227, 0.0212, 0.0207]"
1361,"adicione, experimente, consulte, tela, agenda, fixadas, topo, mensagens, neste, ter","[0.178, 0.174, 0.1736, 0.1547, 0.1036, 0.0986, 0.0944, 0.0892, 0.0592, 0.0261]"
1362,"jp, managing, tool, groups, professional, welcome, jjcp, hitesh, jha, jgr","[0.046, 0.0427, 0.0427, 0.0426, 0.0426, 0.0422, 0.0332, 0.0332, 0.0332, 0.0332]"
1363,"governador, 44, onyx, manato, acm, jorginho, mello, cunha, 22, cap","[0.0772, 0.0512, 0.0367, 0.0362, 0.0355, 0.0349, 0.0345, 0.0324, 0.0317, 0.0308]"
1364,"andamento, miliciano, investimento, recentes, virar, confirmado, privado, expresidente, admin, funciona","[0.3579, 0.142, 0.1135, 0.1061, 0.1021, 0.0772, 0.07, 0.0686, 0.0598, 0.0465]"
1365,"votei, mteu, 22, palmas, b22, vinte, votamos, vote, voto, votado","[0.5285, 0.0933, 0.0903, 0.0411, 0.0396, 0.036, 0.0347, 0.0279, 0.0238, 0.0231]"
1366,"votei, morarmos, ives, gandra, ladroagem, adilson, sikera, declara, prospero, decente","[0.4141, 0.1103, 0.1061, 0.0866, 0.0845, 0.0671, 0.0634, 0.0591, 0.0589, 0.057]"
1367,"1bitcoin, continuo, investir, 200000, lucro, cadastrese, 4000, 3000, gratuita, 5000","[0.1269, 0.0742, 0.0735, 0.0605, 0.0601, 0.0548, 0.0547, 0.0459, 0.0444, 0.0431]"
1368,"maria, mariam, managing, tool, groups, professional, welcome, iva, telegram, ione","[0.1179, 0.058, 0.0406, 0.0406, 0.0405, 0.0405, 0.0401, 0.0264, 0.0261, 0.0238]"
1369,"queridinho, pill, red, 832, conhecereis, libertara, satanico, luciferiana, nivelando, irracionais","[0.058, 0.0528, 0.0518, 0.0454, 0.0434, 0.0431, 0.0407, 0.0376, 0.0375, 0.0363]"
1370,"goncalo, belem, lucas, 29, feedback, ativar, bot, comecar, vera, ganhar","[0.2516, 0.2067, 0.1619, 0.0979, 0.0402, 0.0381, 0.0345, 0.0247, 0.0231, 0.0211]"
1371,"paulo, neri, foto, spider, paiva, adao, misterioso, pavao, fotografia, cabelo","[0.1485, 0.1464, 0.1404, 0.0907, 0.0906, 0.0787, 0.0623, 0.0623, 0.0442, 0.0419]"
1372,"17h00, sinistros, prometido, apurarem, presentarem, mucio, dourar, totalizada, encarregar, rapida","[0.0371, 0.0267, 0.0249, 0.0222, 0.0222, 0.0222, 0.022, 0.022, 0.022, 0.0214]"
1373,"mundstock, insights, convex, tmealexeconomia, research, fonte, tupi, poder360, 3m30y, shellenberger","[0.239, 0.229, 0.1661, 0.12, 0.1161, 0.0781, 0.0641, 0.0614, 0.0406, 0.0406]"
1374,"fernandes, managing, tool, groups, professional, welcome, weslane, nivalsom, lotier, gebrien","[0.3285, 0.0369, 0.0369, 0.0369, 0.0368, 0.0365, 0.0287, 0.0287, 0.0287, 0.0287]"
1375,"coletiva, unite, plandemia, , , , , , , ","[2.306, 0.1332, 0.1202, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1376,"voto, envie, selecione, 22, 02082022, atualizar, comprovante, contagem, aderir, rr","[0.0481, 0.0472, 0.0201, 0.0166, 0.0165, 0.012, 0.0117, 0.011, 0.0106, 0.0098]"
1377,"impedida, sistemica, ilegitimidade, lafos, fraudulentas, cerceado, outdoors, calouamordacou, tornadoo, 210319","[0.0214, 0.0199, 0.0123, 0.0118, 0.0112, 0.011, 0.0108, 0.0104, 0.0103, 0.0103]"
1378,"live, vivo, neymar, sos, 2000hs, kelvin, nikolas, pr, super, aovivo","[0.1335, 0.0763, 0.0635, 0.0455, 0.0431, 0.0397, 0.037, 0.033, 0.0328, 0.0298]"
1379,"raimundo, robert, altamir, fernandes, storti, youtube67hlizo0co, springer, youtuber, palm, morgado","[0.5943, 0.5257, 0.206, 0.1865, 0.113, 0.113, 0.0997, 0.0969, 0.0949, 0.0839]"
1380,"sujas, aceitaremos, acontecera, traga, kozel, endereco, sargento, ibirapuera, venha, avenida","[0.0808, 0.076, 0.0634, 0.0581, 0.0492, 0.0476, 0.0464, 0.0445, 0.0374, 0.0368]"
1381,"fecharem, disfarcar, dita, dura, assume, judicial, pagina, corte, manda, ficou","[0.2593, 0.2412, 0.1925, 0.147, 0.1423, 0.1308, 0.1119, 0.0967, 0.0808, 0.0777]"
1382,"doam, intensifica, ype, arrasta, localiza, multidoes, donos, socios, reta, campanha","[0.1758, 0.1455, 0.1391, 0.1272, 0.124, 0.1061, 0.0684, 0.0613, 0.0576, 0.0547]"
1383,"oficio, votada, chancelado, transitadas, bastidor, desinfirmativos, decreto, apoiaria, definidos, surgiram","[0.0596, 0.0415, 0.041, 0.0385, 0.035, 0.0335, 0.0317, 0.0311, 0.0308, 0.0302]"
1384,"cpx, bone, alemao, sigla, cv, parceiro, vermelho, aliada, complexo, usa","[0.2015, 0.18, 0.1293, 0.1229, 0.0967, 0.091, 0.0827, 0.0817, 0.0807, 0.0558]"
1385,"minerem, aurelio85, promissora, playstore, network, aproveitem, star, convidados, falcao, futsal","[0.1601, 0.1585, 0.1542, 0.1375, 0.1315, 0.1004, 0.097, 0.094, 0.0868, 0.0839]"
1386,"toque, marcha, ver, participaram, urlgeni, reune, venezuela, pleno, aliadosbrasiloficial, mil","[0.7365, 0.1522, 0.109, 0.0984, 0.0813, 0.0598, 0.048, 0.0343, 0.0327, 0.0295]"
1387,"lais, cabral, drerlei, renilda, video, ducarmo, andrade, abreu, antigo, vago","[0.782, 0.3447, 0.0566, 0.0566, 0.0513, 0.0447, 0.0404, 0.0383, 0.0373, 0.037]"
1388,"contate, suporte, lucros, receber, sextafeira, publicala, 23february2022, feedback, outro, envie","[0.2629, 0.1631, 0.1574, 0.0686, 0.057, 0.0512, 0.0512, 0.045, 0.0406, 0.0399]"
1389,"transferi, bancaria, recebido, incrivel, marialeandro, sucesso, conta, realmente, obrigado, lucro","[0.4348, 0.2841, 0.2216, 0.1517, 0.1436, 0.0863, 0.0755, 0.0741, 0.0636, 0.0614]"
1390,"corrigindo, declare, decidiram, convidou, confirmacao, publicamente, magistrado, manifestaram, alvorada, aualizando","[0.0707, 0.0667, 0.0602, 0.0595, 0.054, 0.0531, 0.0524, 0.0505, 0.0477, 0.0474]"
1391,"0900hs, 0211, duque, caxias, sujas, aceitaremos, traga, quarta, palacio, endereco","[0.0852, 0.0598, 0.0498, 0.046, 0.0454, 0.0427, 0.0416, 0.0392, 0.0391, 0.0375]"
1392,"politicoeleitoral, utilizacao, perez, vinculos, society, fumam, redes, sociais, terrabrasilnoticias, potentes","[0.0843, 0.0612, 0.0519, 0.0475, 0.044, 0.0395, 0.0363, 0.0353, 0.0327, 0.0325]"
1393,"exigir, precionando, petria, auditavelimpressocontagem, clausula, prezados, aprovado, compatriotas, urgencia, faixas","[0.2038, 0.1345, 0.1334, 0.1149, 0.1102, 0.0896, 0.0738, 0.0716, 0.0632, 0.058]"
1394,"santos, claudio, ueslei, edinaldo, calixto, video, ann, sant, nilton, irene","[0.3773, 0.3168, 0.2373, 0.1628, 0.0613, 0.0612, 0.0505, 0.0499, 0.0493, 0.0488]"
1395,"ibovespa, renovando, activetrades, sessao, maxima, baixa, minima, futuro, tmealexeconomia, upside","[0.2786, 0.1704, 0.1472, 0.1401, 0.0969, 0.0969, 0.0949, 0.0663, 0.0591, 0.0547]"
1396,"natura, empreendedor, boicotar, aguenta, comprem, apoia, conservadores, divulguem, unir, corrupto","[0.181, 0.1362, 0.1083, 0.0972, 0.0938, 0.078, 0.0574, 0.0515, 0.0439, 0.0403]"
1397,"empresarios, acordam, decisiva, lide, empolgou, desembarque, censurado, apague, dpaim, tomam","[0.1226, 0.108, 0.0975, 0.0912, 0.0893, 0.074, 0.068, 0.0597, 0.0566, 0.054]"
1398,"matrixnuncafoireal, matrix, encontrei, engano, poe, 38, cedo, sai, ar, vi","[3.5214, 0.0983, 0.0667, 0.0603, 0.0553, 0.0393, 0.038, 0.0326, 0.03, 0.022]"
1399,"segurancas, superiores, alertou, conduzido, pool, machado, exonerado, servidor, termo, fiscalizacao","[0.1594, 0.1358, 0.1297, 0.1131, 0.1089, 0.1043, 0.0985, 0.0932, 0.0913, 0.0905]"
1400,"crescendo, grato, negocio, plataforma, administrador, nesta, trabalho, obrigado, gerente, gcm","[0.2614, 0.1777, 0.1394, 0.0953, 0.0924, 0.083, 0.0723, 0.0671, 0.0196, 0.0195]"
1401,"dus, bendito, eterno, anjo, iluminas, facas, paz, sono, maus, rei","[0.107, 0.0769, 0.0761, 0.0628, 0.0517, 0.0485, 0.0397, 0.037, 0.0318, 0.0316]"
1402,"consolidando, dianteira, velorio, pestana, apontava, detecta, rangel, aponta, clima, iguacu","[0.1722, 0.1526, 0.1074, 0.0801, 0.0749, 0.0706, 0.0673, 0.0672, 0.0612, 0.0529]"
1403,"cd, talks, 18h, edicao, ift, dantas, quartafeira, recebe, claudio, especial","[0.2369, 0.234, 0.201, 0.1862, 0.1721, 0.1601, 0.1426, 0.1393, 0.131, 0.1137]"
1404,"498, 502, 152, 17, colegio, lule, vantagem, abre, conquistando, fachin","[0.1469, 0.1432, 0.1178, 0.092, 0.0802, 0.0789, 0.0714, 0.0699, 0.065, 0.0511]"
1405,"veja, , , , , , , , , ","[0.5301, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1406,"estudar, bacharel, cursos, batom, curso, disponibilizados, doutorado, beicos, tecnicaesse, metologia","[0.053, 0.0411, 0.0397, 0.0335, 0.0331, 0.0327, 0.0323, 0.0277, 0.0277, 0.0277]"
1407,"queimam, nega, evangelica, irregularidades, radios, investigar, perito, quadrangular, insercoes, mencionei","[0.21, 0.1123, 0.1099, 0.0928, 0.0849, 0.0775, 0.0728, 0.0685, 0.0596, 0.0558]"
1408,"fico, retirada, administrador, receber, certo, feliz, obrigado, momento, retiro, chicos","[0.2035, 0.1378, 0.1061, 0.0992, 0.0882, 0.0879, 0.064, 0.0543, 0.0418, 0.0414]"
1409,"autodedutivo, explicandoa, autoexplicativo, deliberacoes, mnrc, korontai, gravem, movimento, interpretarao, distribuido","[0.0622, 0.0622, 0.0611, 0.0611, 0.058, 0.0536, 0.0533, 0.0503, 0.0491, 0.046]"
1410,"ptb, coronel, tenente, valeria, paternelli, 22922, salomao, rapazes, pl, delegado","[0.0518, 0.0348, 0.0327, 0.0299, 0.0276, 0.0252, 0.0226, 0.0225, 0.0213, 0.019]"
1411,"negociacao, victorino, verdadeiros, legitimo, escrevame, dm, maury, mande, compensa, mauro","[0.1311, 0.111, 0.1055, 0.0957, 0.0905, 0.0833, 0.0815, 0.081, 0.0749, 0.0728]"
1412,"curte, comenta, inscrevase, compartilhem, reeleito, 22, bolsonaro, , , ","[0.5017, 0.4464, 0.3292, 0.1192, 0.0967, 0.0641, 0.0042, 0.0, 0.0, 0.0]"
1413,"retirement, aposentadoria, jubilacion, felicitaciones, exitosa, retiro, exitoso, su, ingressar, absaagente","[0.082, 0.0783, 0.0539, 0.0534, 0.0512, 0.0507, 0.0486, 0.0392, 0.0318, 0.0305]"
1414,"verdade, verdadero, verdadeiro, , , , , , , ","[0.2555, 0.1912, 0.0369, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1415,"menina, 41, comentarios, crianca, parana, antonio, luiz, fizeram, petistas, olha","[0.0832, 0.0777, 0.0673, 0.0637, 0.0547, 0.0487, 0.0427, 0.041, 0.0381, 0.038]"
1416,"times, york, new, agressiva, destaca, autoriza, discrepancia, remocao, certo, repercussao","[0.1954, 0.1912, 0.1607, 0.0478, 0.0462, 0.0421, 0.0406, 0.0404, 0.0299, 0.0283]"
1417,"massas, anuncio, biscoito, boicote, anota, roubam, sorveteria, algoritmos, reporter, zabet","[0.0999, 0.093, 0.0913, 0.0674, 0.0607, 0.0597, 0.0577, 0.056, 0.0557, 0.0553]"
1418,"falcatrua, gravissimo, funcionario, secretaria, esconder, exonerado, geral, ismael, nobre, terrabrasilnoticias","[0.262, 0.2115, 0.1915, 0.181, 0.1745, 0.1725, 0.0845, 0.0794, 0.058, 0.0335]"
1419,"prefixo, signal, resistencia, bote, bolsonaro22, nome, compartilhe, grupo, grupos, 37","[0.5401, 0.2792, 0.1914, 0.1531, 0.0471, 0.0219, 0.0166, 0.0163, 0.0137, 0.0129]"
1420,"freire, sergio, cristiano, symbolism, cristian, schiavini, foto, veronica, cristiane, 18261898","[0.2688, 0.1767, 0.1206, 0.1112, 0.1031, 0.0947, 0.0908, 0.0731, 0.0706, 0.0638]"
1421,"sessoes, zero, divulguem, votou, email, contato, urgente, favor, multissimo, voto","[0.3103, 0.1818, 0.1434, 0.1162, 0.1114, 0.0975, 0.0535, 0.0435, 0.0417, 0.0298]"
1422,"decepcionara, promessas, cumprir, confiar, quantidade, gracas, certeza, plataforma, posso, nesta","[0.3258, 0.1858, 0.1275, 0.1209, 0.1099, 0.1051, 0.0725, 0.0672, 0.0594, 0.0594]"
1423,"votarmos, comite, detalhes, repassem, estrategia, bolsonaristas, jb, petistas, pedindo, sei","[0.1998, 0.1593, 0.1244, 0.117, 0.1013, 0.0932, 0.0685, 0.0639, 0.0539, 0.0502]"
1424,"bombas, nuclear, nucleares, termonucleares, b6112, otan, b52, b61, bombardeiros, taticas","[0.0695, 0.0577, 0.0465, 0.0437, 0.0416, 0.0363, 0.0328, 0.0311, 0.0311, 0.0269]"
1425,"miopia, explicacao, prevalencia, asia, anatomica, miope, globos, especialmente, alongados, agravamento","[0.2203, 0.1243, 0.0602, 0.0455, 0.0434, 0.0404, 0.0393, 0.0387, 0.037, 0.0329]"
1426,"bitcoin, duplicado, autodeterminados, comprarvender, vendelo, creditodebito, arriscarem, compralo, cobrancas, dirigir","[0.0623, 0.0462, 0.0419, 0.0419, 0.0414, 0.0399, 0.0395, 0.0386, 0.0358, 0.0348]"
1427,"siginal, viber, alternativos, invite, especulando, fatos, signal, canais, acesse, oficial","[0.285, 0.2771, 0.2476, 0.2255, 0.1647, 0.1365, 0.1126, 0.071, 0.0634, 0.0402]"
1428,"preso, presos, penitenciaria, palmos, eleito, pedrinhas, retornam, nelsinhopaz, presa, bemfica","[0.0683, 0.0532, 0.0486, 0.042, 0.0406, 0.0402, 0.0372, 0.0342, 0.0282, 0.0266]"
1429,"assistia, pressas, comboio, alvorada, sai, contagem, local, ministro, candidato, justica","[0.2805, 0.2434, 0.2371, 0.1736, 0.0966, 0.0849, 0.0784, 0.0517, 0.0499, 0.0483]"
1430,"clubedeautores, livro, digital, start, vision, volume, global, sombrio, fim, humanidade","[0.4457, 0.2496, 0.2012, 0.1932, 0.1745, 0.1092, 0.0692, 0.0632, 0.0564, 0.0534]"
1431,"linktr, abarrotar, discutirmos, conformado, email, protestar, passivo, caira, fizermos, buraco","[0.0745, 0.0602, 0.0595, 0.0558, 0.0544, 0.0511, 0.0481, 0.0473, 0.0405, 0.0402]"
1432,"samuel, benini, hi, renata, mcmullin, kinzinger, evan, adam, thinking, tmeewlgmatrzgg3otlh","[0.2342, 0.1002, 0.0944, 0.093, 0.0718, 0.069, 0.0668, 0.0498, 0.046, 0.0385]"
1433,"aljazzera, nbc, 000news, wion, blomberg, sky, fox, elizabeth, noticiar, news","[0.2903, 0.1811, 0.1732, 0.1732, 0.1732, 0.158, 0.1281, 0.125, 0.1133, 0.0906]"
1434,"twitter, odlair, twittercompartilhei, lmesmo, domiciliar, msgm, esfreguem, inativo, videos, storie","[0.0306, 0.0273, 0.0273, 0.0273, 0.0249, 0.0238, 0.0228, 0.0228, 0.0216, 0.0215]"
1435,"www25, 167421, candidatando, sanitario, passaporte, segregacao, cargos, senadores, votarem, saiba","[0.1695, 0.165, 0.1574, 0.1393, 0.1259, 0.1216, 0.074, 0.0599, 0.0597, 0.0492]"
1436,"12h, mandam, 8h, fiscalizar, fiscais, pleito, acreditem, acompanhar, secao, fim","[0.1502, 0.1321, 0.1267, 0.1069, 0.0941, 0.0922, 0.0882, 0.0783, 0.0633, 0.059]"
1437,"betim, delgado, santana, walter, comic, pedro, 31, sonia, feedback, ativar","[0.2958, 0.1087, 0.0584, 0.0567, 0.0561, 0.0462, 0.0434, 0.0419, 0.0364, 0.0345]"
1438,"316, 358300, 246563, osmarsales628, 994134431, psr57561cmtc, 15h25, 669435, joao, 399677","[0.4605, 0.3284, 0.3086, 0.2174, 0.1529, 0.1529, 0.0832, 0.0832, 0.0799, 0.0765]"
1439,"taremos, noticias, noticia, otimas, brave, emerson, principais, urgenteclic, xiiiiiiiii, ficem","[0.0626, 0.062, 0.0574, 0.0404, 0.0377, 0.0375, 0.036, 0.0341, 0.0341, 0.0341]"
1440,"durvalensina, tmevemproquarteloficial, durval, cutt, acesse, acessem, pedida, pauta, inscrevam, site","[0.3643, 0.1514, 0.1337, 0.1132, 0.106, 0.1055, 0.0955, 0.0715, 0.0701, 0.0613]"
1441,"schuster, roberto, diehl, paulo, foto, , , , , ","[0.8585, 0.2396, 0.1114, 0.0998, 0.0863, 0.0, 0.0, 0.0, 0.0, 0.0]"
1442,"ole, olaaaa, lulaaaaa, lulaaaaaole, lula, presidente, posicao, complete, vim, independente","[0.3874, 0.2493, 0.2341, 0.0642, 0.0192, 0.0041, 0.0018, 0.0018, 0.0015, 0.0015]"
1443,"respondidos, adoravel, desejos, lucrativa, oro, garanto, doce, otima, acm, oracoes","[0.1776, 0.1648, 0.1211, 0.1171, 0.1115, 0.1078, 0.0896, 0.0812, 0.08, 0.08]"
1444,"marcelo32, lucca, brasilpara, brasilacre, silvia, pelotas, lucas, conectese, feedback, ativar","[0.1287, 0.1158, 0.103, 0.0985, 0.0789, 0.0717, 0.0485, 0.0384, 0.0383, 0.0364]"
1445,"entrem, bancade, aterrado, redonda, uff, faculdade, forum, ban, bicho, perto","[1.2389, 0.4607, 0.0563, 0.0516, 0.0394, 0.0188, 0.0154, 0.0126, 0.0121, 0.0112]"
1446,"auxiliares, ramiro, compatriotas, conhecer, apoiando, emana, perfeito, coronel, art, venha","[0.1467, 0.1082, 0.0999, 0.0824, 0.0788, 0.0681, 0.0662, 0.0593, 0.0534, 0.0507]"
1447,"recentes, acabaram, lucros, receber, investidores, antecipadamente, prestes, poucas, pagamentos, testemunhos","[0.5205, 0.4595, 0.2219, 0.1933, 0.1758, 0.0248, 0.0149, 0.0148, 0.0132, 0.0128]"
1448,"mineria, enviandome, ayudaran, herramientas, preocuparnos, cae, electronico, punto, correo, direccion","[0.1042, 0.0651, 0.0638, 0.0638, 0.0606, 0.0606, 0.0582, 0.0569, 0.0557, 0.0557]"
1449,"eventualidade, deixarem, ocorrer, fraudes, fraude, perecer, esperava, caia, preparar, ruuuuass","[0.0378, 0.018, 0.0172, 0.0171, 0.0165, 0.0151, 0.0133, 0.0128, 0.0117, 0.0114]"
1450,"212, 001, 0207, 7092, 312, heber, 9123, simonesalmos, england0207, wnana","[0.1592, 0.1353, 0.1257, 0.0954, 0.0921, 0.0867, 0.077, 0.077, 0.0675, 0.0558]"
1451,"davi, guaruja, valente, 24, conectese, feedback, ativar, bot, gameiro, comigo","[0.1684, 0.1633, 0.1466, 0.0623, 0.0361, 0.0349, 0.0331, 0.03, 0.0295, 0.0262]"
1452,"entenderam, faturar, desgraca, instruida, porque, iriamos, esquerdismo, congue, cassino, isentao","[0.1003, 0.0274, 0.0197, 0.0185, 0.0183, 0.0177, 0.017, 0.0165, 0.0162, 0.0148]"
1453,"policia, clandestinas, prendera, balsas, ateou, interrogar, garimpo, rodoviaria, federal, bone","[0.0929, 0.0671, 0.0644, 0.0527, 0.0471, 0.0447, 0.0446, 0.0442, 0.0407, 0.0383]"
1454,"cliente, pergunte, testemunhos, compartilha, real, feliz, tao, outro, apenas, propio","[0.2994, 0.2653, 0.2121, 0.1604, 0.0837, 0.0786, 0.0573, 0.0543, 0.0382, 0.0275]"
1455,"rothschild, garnero, ministerio, secretaria, poderosissima, apadrinhado, salvese, comprasse, opopulargeek, favores","[0.0497, 0.0378, 0.0329, 0.0201, 0.0184, 0.0179, 0.0177, 0.0163, 0.0151, 0.0144]"
1456,"covardias, oceano, gota, vejaabrilcombrcolunaradart, baseouse, raciocinios, atropelada, jb22, cobra, temiam","[0.0751, 0.0589, 0.0585, 0.0513, 0.0513, 0.0493, 0.0465, 0.0437, 0.0426, 0.0417]"
1457,"analisasse, afirmei, prevalecera, derrubadas, funcoes, averiguar, pedi, denuncias, narrativa, eleitorais","[0.1628, 0.1377, 0.1228, 0.1225, 0.1014, 0.091, 0.08, 0.0682, 0.0607, 0.0523]"
1458,"gana, invierte, eur, duracion, plan, eur900, 000, troca, 20000eur62000eur, 20000eur70000eur","[0.2326, 0.1905, 0.0743, 0.0611, 0.0469, 0.0459, 0.0445, 0.0435, 0.0412, 0.0412]"
1459,"toffoli, substituto, sadi, ministro, empossou, silvinei, andreia, vasques, empossado, diretorgeral","[0.1374, 0.1032, 0.0386, 0.0371, 0.0345, 0.028, 0.0278, 0.0274, 0.0261, 0.0257]"
1460,"imitadores, clicam, agradecemos, compreensao, evitar, diretamente, novos, membros, atras, enviar","[0.2413, 0.2413, 0.1775, 0.1414, 0.0844, 0.0803, 0.0738, 0.0675, 0.0591, 0.0584]"
1461,"mundial, ordem, nova, formalizado, desantis, renderemos, reset, vinda, iluminatis, rendera","[0.0976, 0.0639, 0.0567, 0.0515, 0.0435, 0.0325, 0.0286, 0.0276, 0.0272, 0.0272]"
